Line,UTCDate,UTCsod,UTCTime,unixTime,Latitude,Longitude,H_Ell,Pitch,Roll,Heading,X_EPSG_3031,Y_EPSG_3031,X,Y,Dist_meters,Dist_km,unix_sec,StartEnd
L600,2015/12/07,27952,07:45:52,1449474352,-79.1807235861,-151.988551023,743.234,4.130125,-16.087352,37.182417,-553670.431418676,-1040800.85313003,-55.3670431418676,-104.080085313003,949166.87166536,949.16687166536,1449474352,1
L610,2016/12/01,85493.31,23:44:53,1480635893.31,-79.7302810417,159.9124906665,861.536,5.568612,-1.885474,118.184701,384225.215105931,-1050654.40699102,38.4225215105931,-105.065440699102,0,0,1480635893,1
L610,2016/12/02,8759,02:25:59,1480645559,-79.1489440953,-152.670173139,735.258,3.885152,-14.525826,62.639396,-542848.566696254,-1050407.79512886,-54.2848566696254,-105.040779512886,927073.814602923,927.073814602923,1480645559,1
L620,2017/11/06,79717.605,22:08:38,1510006117.605,-79.1296231812,-153.37315896,1169.995,4.2939545729,-0.3933023559,-107.562666729,-530869.1439198,-1058881.90414285,-53.08691439198,-105.888190414285,0,0,1510006117,1
L620,2017/11/07,3570,00:59:30,1510016370,-79.6391876222,159.9440316699,976.091,4.2103001434,21.0200969004,-42.7079765224,387067.554846287,-1060235.78085362,38.7067554846287,-106.023578085362,917937.69719068,917.93769719068,1510016370,1
L630,2015/12/07,28311.955,07:51:52,1449474711.955,-78.9530712806,-152.621114272,744.714,4.014255,1.213918,-112.208532,-553621.090137863,-1069007.36476497,-55.3621090137863,-106.900736476497,0,0,1449474711,1
L630,2015/12/07,37768,10:29:28,1449484168,-79.5706850423,160.3843595047,1129.898,2.754576,-17.397244,-79.074741,381426.626517893,-1070245.82797701,38.1426626517893,-107.024582797701,935048.536822699,935.048536822699,1449484168,1
L640,2017/11/06,69813.745,19:23:34,1509996213.745,-79.4872929999,160.2252125519,1327.219,6.735357383,-16.928212259,101.8901828573,387488.079068652,-1077777.38364979,38.7488079068652,-107.777738364979,0,0,1509996213,1
L640,2017/11/06,79458,22:04:18,1510005858,-78.9701802065,-153.920175844,1316.069,4.556131739,21.6317178875,103.9312380703,-528418.826152943,-1079599.11230208,-52.8418826152943,-107.959911230208,915908.716918822,915.908716918822,1510005858,1
L650,2015/11/11,79861.215,22:11:01,1447279861.215,-79.3819209238,160.5035848617,830.301,4.654371,-24.284214,179.62663,386099.542384089,-1090528.31081063,38.6099542384089,-109.052831081063,0,0,1447279861,1
L650,2015/11/12,3540,00:59:00,1447289940,-78.8307932688,-153.703006967,1165.129,3.802755,-4.651639,27.173578,-539277.320878018,-1091288.92647911,-53.9277320878018,-109.128892647911,925377.175856965,925.377175856965,1447289940,1
L650.1,2016/11/22,84269.125,23:24:29,1479857069.125,-79.3904148021,160.6675493967,734.617,5.966109,-22.930874,136.344177,382669.129153297,-1090750.69842795,38.2669129153297,-109.075069842795,0,0,1479857069,1
L650.1,2016/11/23,8101,02:15:01,1479867301,-78.8775147941,-154.123911425,1150.647,7.14633,-24.250859,15.850389,-529010.325640599,-1090611.88134464,-52.9010325640599,-109.061188134464,911679.465362403,911.679465362403,1479867301,1
L660,2015/11/19,82843.01,23:00:43,1447974043.01,-78.7298876227,-153.57424007,1113.662,5.777689,3.654182,-108.044569,-546652.947615898,-1099983.18958468,-54.6652947615898,-109.998318958468,0,0,1447974043,1
L660,2015/11/20,6114,01:41:54,1447983714,-79.3129502846,160.8955188094,793.178,7.859342,7.615859,-71.583013,381103.897026273,-1100284.07143964,38.1103897026273,-110.028407143964,927756.893431834,927.756893431834,1447983714,1
L670,2015/11/12,3876.655,01:04:37,1447290276.655,-78.61773908,-153.611211386,1174.264,3.306055,-4.534984,-129.285229,-551410.001918215,-1111354.22354359,-55.1410001918215,-111.135422354359,0,0,1447290276,1
L670,2015/11/12,13521,03:45:21,1447299921,-79.2436488946,161.2888221539,820.975,4.680348,4.426684,-74.162795,375978.092853058,-1110066.26864683,37.5978092853059,-111.006626864683,927388.98912555,927.38898912555,1447299921,1
L680,2015/11/19,71882.65,19:58:03,1447963082.65,-79.1047403199,160.6115995634,940.862,6.032728,-8.086261,109.100494,394125.768650112,-1119904.39356197,39.4125768650112,-111.990439356197,0,0,1447963082,1
L680,2015/11/19,82520,22:55:20,1447973720,-78.5085935754,-153.431304409,1044.586,3.900028,4.3173,60.378041,-560252.09572197,-1120326.03427022,-56.025209572197,-112.032603427022,954377.957511752,954.377957511752,1447973720,1
L690,2017/11/05,82658.985,22:57:39,1509922658.985,-78.4537234808,-153.846075197,1114.396,3.3268240579,4.4706731807,-108.377507028,-554780.829969942,-1129755.98954171,-55.4780829969942,-112.975598954171,0,0,1509922658,1
L690,2017/11/06,7070,01:57:50,1509933470,-79.0928004921,162.1205939011,1397.437,10.0045994073,11.7474625355,-22.8072386184,364899.432850254,-1131140.30122745,36.4899432850254,-113.114030122745,919681.304659319,919.681304659319,1509933470,1
L700,2015/11/16,39308.3,10:55:08,1447671308.3,-78.4167475274,-154.476254148,812.244,4.591091,-0.662234,-108.014822,-544069.812178593,-1139450.52922276,-54.4069812178593,-113.945052922276,0,0,1447671308,1
L700,2015/11/16,49054,13:37:34,1447681054,-78.9614124601,161.4793546491,711.527,-0.106515,-0.128471,-56.127671,382110.496204607,-1140641.83879245,38.2110496204607,-114.064183879245,926181.074550376,926.181074550376,1447681054,1
L710,2017/11/05,72683.35,20:11:23,1509912683.35,-78.8591518452,161.6981572372,1247.817,3.7504996949,-15.221949915,167.0499973145,381272.437160664,-1152736.98112296,38.1272437160664,-115.273698112296,0,0,1509912683,1
L710,2017/11/05,82361,22:52:41,1509922361,-78.3241029592,-154.529871644,966.255,4.6882386178,11.3819555693,124.3151913899,-547375.177868124,-1149137.36997252,-54.7375177868124,-114.913736997252,928654.591384273,928.654591384273,1509922361,1
L720,2015/11/16,28836.315,08:00:36,1447660836.315,-78.8290851614,162.6002264978,1390.661,5.019461,-1.839232,128.75158,364062.995028965,-1161742.52382765,36.4062995028965,-116.174252382765,0,0,1447660836,1
L720,2015/11/16,39014,10:50:14,1447671014,-78.25443899,-154.968386621,796.755,3.930973,3.170735,63.473655,-541799.255008219,-1160220.48145899,-54.1799255008219,-116.022048145899,905863.528714675,905.863528714675,1447671014,1
L740,2015/12/01,32545.195,09:02:25,1448960545.195,-78.1274870349,-155.789045912,963.883,4.633773,-1.269976,-119.503173,-530840.980739437,-1180571.03957193,-53.0840980739437,-118.057103957193,0,0,1448960545,1
L740,2015/12/01,41997,11:39:57,1448969997,-78.7101848259,163.5800791856,782.99,3.36827,4.433684,-71.032958,347828.713782018,-1180305.32319324,34.7828713782018,-118.030532319324,878669.734698778,878.669734698778,1448969997,1
L750,2017/11/26,83977.045,23:19:37,1511738377.045,-78.687271213,164.4151981494,1843.317,4.4753282221,-10.4565320693,102.0411605411,331263.903678745,-1187670.19330724,33.1263903678745,-118.767019330724,0,0,1511738377,1
L750,2017/11/27,6049,01:40:49,1511746849,-78.1214615059,-156.767198512,2134.989,5.3744186028,-16.6456901853,66.7311109734,-510870.850023349,-1190068.91774167,-51.0870850023349,-119.006891774167,842138.169941132,842.138169941132,1511746849,1
L760,2015/12/01,23337.88,06:28:58,1448951337.88,-78.5931085509,164.7211296947,746.271,4.8013,-3.329665,102.171675,327639.276678714,-1199385.13606835,32.7639276678715,-119.938513606835,0,0,1448951337,1
L760,2015/12/01,32242,08:57:22,1448960242,-77.9766540539,-156.031297989,1095.058,5.393704,1.089747,114.983368,-532572.234026897,-1197937.4962991,-53.2572234026897,-119.79374962991,860212.728812665,860.212728812665,1448960242,1
L770,2017/11/21,41962.68,11:39:23,1511264362.68,-78.7886623044,-171.896080958,756.668,2.3578977482,-1.6587065597,-79.8128343386,-172247.670021469,-1209682.05094454,-17.2247670021469,-120.968205094454,0,0,1511264362,1
L770,2017/11/21,45971,12:46:11,1511268371,-78.6596035226,168.2042432991,794.652,1.4599422986,11.4716979488,-78.0824595487,252675.17843031,-1209935.4987753,25.267517843031,-120.99354987753,424922.924037027,424.922924037027,1511268371,1
L770.1,2017/11/27,6283.805,01:44:44,1511747083.805,-77.9886675154,-157.316533988,2146.493,4.0236058131,-8.6484032786,-111.202022626,-505060.123947111,-1208364.43297603,-50.5060123947111,-120.836443297603,0,0,1511747083,1
L770.1,2017/11/27,10455,02:54:15,1511751255,-78.8557319327,-175.011812603,2186.173,3.3046314862,7.2313518985,-94.9323289738,-105603.773482668,-1209929.6503589,-10.5603773482668,-120.99296503589,399459.417002313,399.459417002313,1511751255,1
L780,2015/12/02,37598.36,10:26:38,1449051998.36,-77.8220425724,-156.814331395,1370.664,3.367469,0.598667,-126.518439,-522836.640731875,-1220712.46022377,-52.2836640731875,-122.071246022377,0,0,1449051998,1
L780,2015/12/02,45991,12:46:31,1449060391,-78.4807982798,166.459985466,818.685,2.714726,7.067377,-46.202134,293978.735474008,-1220753.09649936,29.3978735474008,-122.075309649936,816815.377216704,816.815377216704,1449060391,1
L790,2016/12/02,33455.215,09:17:35,1480670255.215,-78.3790652911,-166.220130823,714.854,4.298876,-3.977516,-110.046867,-301745.332513022,-1230352.89597292,-30.1745332513022,-123.035289597292,0,0,1480670255,1
L790,2016/12/02,40787,11:19:47,1480677587,-78.3397846986,165.8278065425,759.539,4.076456,1.2663,-1.408414,311218.219177441,-1232437.21801684,31.1218219177441,-123.243721801684,612967.095445889,612.967095445889,1480677587,1
L800,2016/12/02,26473.79,07:21:14,1480663273.79,-78.205239481,164.61868441,686.691,5.015681,-2.363104,106.384233,341072.050539849,-1239833.35239584,34.1072050539849,-123.983335239584,0,0,1480663273,1
L800,2016/12/02,33075,09:11:15,1480669875,-78.3355533918,-166.949871378,714.961,4.238816,-2.899458,92.517271,-287129.222254118,-1238747.66629066,-28.7129222254118,-123.874766629066,628202.210959401,628.202210959401,1480669875,1
L810,2015/11/23,7535.735,02:05:36,1448244335.735,-78.1069760134,-164.701223135,790.444,2.290817,-3.26689,-115.947804,-342131.758593048,-1250727.98084678,-34.2131758593048,-125.072798084678,0,0,1448244335,1
L810,2015/11/23,13870,03:51:10,1448250670,-78.2142277766,167.0564225888,842.922,2.927604,8.001112,-37.08847,287807.674970293,-1252256.88043962,28.7807674970293,-125.225688043962,629941.288924665,629.941288924665,1448250670,1
L820,2015/12/03,70707.075,19:38:27,1449171507.075,-78.1634721582,167.6042971395,727.981,4.743546,-8.776421,107.398189,277016.309648262,-1260393.14805882,27.7016309648262,-126.039314805882,0,0,1449171507,1
L820,2015/12/03,76264,21:11:04,1449177064,-78.1923811562,-167.853000911,765.109,3.044022,12.825151,89.151052,-270874.990505409,-1258481.4113522,-27.0874990505409,-125.84814113522,547894.635419362,547.894635419362,1449177064,1
L830,2016/11/29,78215.055,21:43:35,1480455815.055,-77.9516029931,165.2454283749,705.818,5.765053,-16.143531,113.191348,334581.645077929,-1270418.39366639,33.4581645077929,-127.041839366639,0,0,1480455815,1
L830,2016/11/29,83816,23:16:56,1480461416,-78.2100800444,-171.195243002,760.148,5.467556,-6.973874,81.623108,-196747.358223344,-1270213.05179415,-19.6747358223344,-127.021305179415,531329.042980345,531.329042980345,1480461416,1
L840,2016/11/28,7566.895,02:06:07,1480298766.895,-78.1515327562,-172.340247672,702.861,4.579343,-0.664965,-104.880422,-172182.314238129,-1280260.36008789,-17.2182314238129,-128.026036008789,0,0,1480298766,1
L840,2016/11/28,13194,03:39:54,1480304394,-77.8505501112,165.3654448914,716.393,4.43074,13.315489,-7.597594,334723.733416921,-1281854.40507072,33.4723733416921,-128.185440507072,506908.55401016,506.90855401016,1480304394,1
L850,2016/11/29,84297.375,23:24:57,1480461897.375,-78.0771055701,-172.999728435,777.297,3.471001,-4.603965,-94.629016,-158431.104899749,-1290267.24573338,-15.8431104899749,-129.026724573338,0,0,1480461897,1
L850,2016/11/30,2987,00:49:47,1480466987,-77.8492824842,167.0320645453,809.632,4.386490395,22.1895782448,-17.4942410912,297332.056687726,-1291182.89572697,29.7332056687726,-129.118289572697,455764.081378866,455.764081378866,1480466987,1
L860,2015/12/03,5426.28,01:30:26,1449106226.28,-78.0246188681,-174.521535527,765.653,3.98529,1.960562,-100.717057,-124659.233748395,-1299756.1165326,-12.4659233748395,-129.97561165326,0,0,1449106226,1
L860,2015/12/03,9797,02:43:17,1449110597,-77.8028577681,167.7691132537,826.094,0.380507,-36.347991,-104.767199,281778.509722641,-1299884.29290018,28.1778509722641,-129.988429290018,406437.763682226,406.437763682226,1449110597,1
L870,2016/11/29,11510.79,03:11:51,1480389110.79,-77.9482762286,-175.844990977,898.13,4.287767,-1.004588,-94.371542,-95213.4192527122,-1310649.53220443,-9.52134192527122,-131.064953220443,0,0,1480389110,1
L870,2016/11/29,15556,04:19:16,1480393156,-77.7039420334,167.6668013215,861.119,4.07012,-4.049058,-79.206299,286420.211977064,-1309994.45298555,28.6420211977064,-130.999445298555,381634.193455471,381.634193455471,1480393156,1
L880,2015/12/02,70054.98,19:27:35,1449084454.98,-77.6644882042,168.6869968586,705.917,4.796155,-0.700142,60.032867,263900.903432087,-1319136.8896462,26.3900903432087,-131.91368896462,0,0,1449084454,1
L880,2015/12/02,74039,20:33:59,1449088439,-77.8713560122,-175.540359746,729.271,3.746892,4.163366,108.329892,-102837.379460103,-1318546.73852582,-10.2837379460103,-131.854673852582,366738.757724156,366.738757724156,1449088439,1
L890,2016/11/30,11485.615,03:11:26,1480475485.615,-77.7891487993,-178.093611868,734.258,4.2601456963,-2.1005241333,-93.2175653579,-44297.1669805126,-1330843.38883356,-4.42971669805126,-133.084338883356,0,0,1480475485,1
L890,2016/11/30,14743,04:05:43,1480478743,-77.5951556879,169.466045339,785.236,2.9537521325,-14.7981304791,-81.1465576229,247333.53092459,-1330092.77370419,24.733353092459,-133.009277370419,291631.663890754,291.631663890754,1480478743,1
L900,2016/11/29,7840.735,02:10:41,1480385440.735,-77.5168908706,169.8942730723,698.437,4.842467,-11.7441,106.568147,238894.743794225,-1340371.42476887,23.8894743794225,-134.037142476887,0,0,1480385440,1
L900,2016/11/29,10612,02:56:52,1480388212,-77.7092342066,-179.188363324,788.081,4.728228,0.178202,96.804205,-18986.5361560534,-1340224.82603708,-1.89865361560534,-134.022482603708,257881.321619038,257.881321619038,1480388212,1
L910,2016/11/30,7899.91,02:11:40,1480471899.91,-77.329279604,167.8208334284,707.33,3.7859711853,-0.235018934,115.0197198402,291584.193461964,-1351008.41880373,29.1584193461964,-135.100841880373,0,0,1480471899,1
L910,2016/11/30,10799,02:59:59,1480474799,-77.6182095794,179.4711366392,673.868,3.5018836664,-1.0074431503,101.2844538061,12464.1974842828,-1350302.70924713,1.24641974842828,-135.030270924713,279120.888112229,279.120888112229,1480474799,1
T1000,2015/12/02,31750.985,08:49:11,1449046150.985,-81.9615692679,-147.474446835,1272.268,3.430792,-0.536704,-40.448888,-470343.987226331,-737566.06587415,-47.0343987226331,-73.756606587415,0,0,1449046150,1
T1000,2015/12/02,36793,10:13:13,1449051193,-77.682409173,-159.422734239,785.315,3.933106,1.316944,27.52893,-472132.180842306,-1257602.21667049,-47.2132180842306,-125.760221667049,520039.225223903,520.039225223903,1449051193,1
T1020,2015/11/23,1237.19,00:20:37,1448238037.19,-82.803515636,-152.297843707,871.287,4.550665,-3.972082,-27.694919,-363952.605988286,-693164.175368013,-36.3952605988286,-69.3164175368013,0,0,1448238037,1
T1020,2015/11/23,7298,02:01:38,1448244098,-78.0591292485,-163.77796887,710.584,3.552028,-7.440011,-17.22357,-363707.970423977,-1250096.67613463,-36.3707970423977,-125.009667613463,556932.554495353,556.932554495353,1448244098,1
T1030,2015/12/03,76316.555,21:11:57,1449177116.555,-78.2223900602,-167.705678492,757.579,3.475946,14.118769,167.130106,-273408.58977549,-1254562.38134313,-27.340858977549,-125.456238134313,0,0,1449177116,1
T1030,2015/12/03,83195,23:06:35,1449183995,-83.5967871763,-156.884792788,809.352,3.530895,11.181497,153.993661,-273401.603101748,-640509.960001607,-27.3401603101748,-64.0509960001607,614052.421381274,614.052421381274,1449183995,1
T1040,2016/12/03,2243.71,00:37:24,1480725443.71,-85.3490213569,-154.458204145,836.731,4.072167,0.326336,-2.179141,-218002.109538528,-456194.207230392,-21.8002109538528,-45.6194207230392,0,0,1480725443,1
T1040,2016/12/03,10936,03:02:16,1480734136,-78.0838460517,-170.328946241,761.604,3.548132,-28.193299,-25.572,-218257.358132177,-1280753.77642176,-21.8257358132177,-128.075377642176,824559.60869842,824.55960869842,1480734136,1
T1050,2015/12/02,83679.205,23:14:39,1449098079.205,-85.1958314872,-161.926709881,798.019,4.287137,-26.083348,25.64952,-162028.118508755,-496509.33952938,-16.2028118508754,-49.650933952938,0,0,1449098079,1
T1050,2015/12/03,4965,01:22:45,1449105765,-77.9640705986,-172.855404304,732.436,4.484228,-24.899411,-15.987453,-163224.334726294,-1302179.01266516,-16.3224334726294,-130.217901266516,805670.561174945,805.670561174945,1449105765,1
T1060,2015/12/02,74182.725,20:36:23,1449088582.725,-77.9595687935,-175.268017977,733.1,3.722265,-1.856359,171.031663,-108304.412507979,-1308388.4390928,-10.8304412507979,-130.83884390928,0,0,1449088582,1
T1060,2015/12/02,82729,22:58:49,1449097129,-84.6770491944,-169.19297341,806.076,3.993948,-25.308376,153.137323,-108516.864454533,-568486.544677255,-10.8516864454533,-56.8486544677255,739901.924916775,739.901924916775,1449097129,1
T1070,2016/12/01,3837.29,01:03:57,1480554237.29,-84.420895427,-174.948522473,860.12,4.201541,-3.361207,-4.990632,-53415.4002048455,-604287.184291984,-5.34154002048455,-60.4287184291984,0,0,1480554237,1
T1070,2016/12/01,11351,03:09:11,1480561751,-77.6724104552,-177.722548495,849.376,5.387628,-7.337911,-3.751657,-53424.7183130025,-1343343.02495204,-5.34247183130025,-134.334302495204,739055.840718796,739.055840718796,1480561751,1
T1080,2016/11/30,81774.11,22:42:54,1480545774.11,-77.4906520433,179.9329709714,839.303,5.564416,-5.546192,-169.102028,1596.1542244042,-1364376.90802435,0.15961542244042,-136.437690802436,0,0,1480545774,1
T1080,2016/12/01,3167,00:52:47,1480553567,-84.2169504761,179.8536213894,856.826,4.105312,-11.825753,-179.61555,1606.5895653416,-628852.814330181,0.16065895653416,-62.8852814330181,735524.093768201,735.524093768201,1480553567,1
T1090,2015/12/04,73.895,00:01:14,1449187273.895,-83.9946393677,175.0662090153,948.743,1.460365,1.333845,-11.206096,56167.0518491522,-650651.161296199,5.61670518491522,-65.0651161296199,0,0,1449187273,1
T1090,2015/12/04,7352,02:02:32,1449194552,-77.2847309206,177.6249903265,739.644,3.99333,-26.900624,-51.013803,57477.6767610822,-1385822.51788122,5.74776767610822,-138.582251788122,735172.524840751,735.172524840751,1449194552,1
T1100,2015/11/22,74540.57,20:42:21,1448224940.57,-77.2282316296,175.4268019176,726.609,4.561411,-1.330299,-173.852896,111085.606406777,-1388790.59564661,11.1085606406777,-138.879059564662,0,0,1448224940,1
T1100,2015/11/22,82242,22:50:42,1448232642,-83.2458429852,171.2619340488,784.349,3.587419,-6.847962,-170.955271,111609.592017814,-726145.081730025,11.1609592017814,-72.6145081730024,662645.721086844,662.645721086844,1448232642,1
T1110,2017/11/30,11384.35,03:09:44,1512011384.35,-82.9933917577,167.40212874,776.272,4.0253773579,15.7850018322,-28.8384685883,166240.460359869,-743846.882612873,16.6240460359869,-74.3846882612873,0,0,1512011384,1
T1110,2017/11/30,17454,04:50:54,1512017454,-77.2328444488,173.1205412824,724.097,2.6164919856,18.8220932884,6.1640747657,166821.157278446,-1382691.92167866,16.6821157278446,-138.269192167866,638845.302986475,638.845302986475,1512017454,1
T1120,2015/11/17,44651.43,12:24:11,1447763051.43,-82.378738964,164.484516802,833.347,3.076484,-8.779027,72.625203,221821.311937833,-799023.276592844,22.1821311937833,-79.9023276592844,0,0,1447763051,1
T1120,2015/11/17,50000,13:53:20,1447768400,-77.1185036782,170.9110469609,727.306,3.096889,-17.232265,3.005998,221990.887731,-1387648.57228434,22.1990887731,-138.764857228434,588625.320117862,588.625320117862,1447768400,1
T1130,2017/11/07,20580.175,05:43:00,1510033380.175,-77.7600512724,168.0464630806,731.585,5.3531990727,-1.8592201291,-168.897999122,276456.832171742,-1305833.26692777,27.6456832171742,-130.583326692777,0,0,1510033380,1
T1130,2017/11/07,25405,07:03:25,1510038205,-81.529913381,162.586129943,743.796,4.6326903596,-1.931893364,-164.175424431,275900.906106685,-879654.563588437,27.5900906106685,-87.9654563588437,426179.065926263,426.179065926263,1510038205,1
T1140,2015/11/24,70084.87,19:28:05,1448393284.87,-78.4467843511,164.719961563,2108.642,-3.684185,7.151968,-176.095132,331894.202316865,-1214863.65517376,33.1894202316865,-121.486365517376,0,0,1448393284,1
T1140,2015/11/24,73121,20:18:41,1448396321,-80.9388248863,160.7006477063,917.4,6.89763,-18.87922,-176.755073,326039.588217796,-931056.656876727,32.6039588217796,-93.1056656876727,283867.378873698,283.867378873698,1448396321,1
